ResponseId,Age,Country,EdLevel,Employment,RemoteWork,DevType,YearsCodePro,OrgSize,ConvertedCompYearly,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,AISelect,AISent,AIBen
19822,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,Data scientist or machine learning specialist,35,20 to 99 employees,124138.0,GBP	Pound sterling,C;C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,BigQuery;Microsoft SQL Server;MySQL;SQLite,"No, and I don't plan to",,
69028,35-44 years old,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, back-end",7,"1,000 to 4,999 employees",25854.0,TRY	Turkish lira,Java;JavaScript,Elasticsearch;H2;MySQL;Oracle;PostgreSQL,"No, but I plan to soon",Favorable,Neither trust nor distrust
52561,Under 18 years old,Austria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time",,,,,,,Bash/Shell (all shells);Go;Java;Kotlin;PHP;Rust;SQL,PostgreSQL,Yes,Very favorable,Somewhat trust
84013,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)","Student, full-time",,,,,,,Java;JavaScript;Python,,"No, but I plan to soon",Very favorable,Somewhat trust
29708,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",8,100 to 499 employees,,USD	United States dollar,HTML/CSS;JavaScript;TypeScript,,"No, and I don't plan to",,
61476,18-24 years old,Slovenia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)",DevOps specialist,,,,,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,"No, but I plan to soon",Favorable,Somewhat distrust
15565,55-64 years old,,,,,,,,,,,,,,
33864,55-64 years old,Brazil,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Hardware Engineer,35,20 to 99 employees,,BRL	Brazilian real,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL,"No, and I don't plan to",,
70282,25-34 years old,United States of America,"Associate degree (A.A., A.S., etc.)","Employed, full-time",In-person,"Developer, full-stack",1,I don’t know,,USD	United States dollar,C#;HTML/CSS;JavaScript;PowerShell;SQL,Microsoft SQL Server,Yes,Favorable,Somewhat distrust
35329,55-64 years old,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",,"Developer, full-stack",,,,,Java;JavaScript;Swift,Cloud Firestore,"No, and I don't plan to",,
62087,25-34 years old,Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",2,20 to 99 employees,71147.0,SGD	Singapore dollar,HTML/CSS;JavaScript;Python,,Yes,Favorable,Neither trust nor distrust
33071,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",,"Developer, full-stack",,,,,Bash/Shell (all shells);Dart;JavaScript;TypeScript,Cloud Firestore;Elasticsearch;Firebase Realtime Database;PostgreSQL;Redis;SQLite,Yes,Favorable,Somewhat trust
59194,25-34 years old,Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Data scientist or machine learning specialist,3,10 to 19 employees,20.0,IDR	Indonesian rupiah,Go;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL,MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Yes,Favorable,Somewhat distrust
32437,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Developer, full-stack",18,"10,000 or more employees",148966.0,GBP	Pound sterling,C#;JavaScript;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;SQLite,"No, but I plan to soon",Favorable,Somewhat trust
58364,55-64 years old,New Zealand,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Developer, desktop or enterprise applications",28,2 to 9 employees,97123.0,NZD	New Zealand dollar,C#;Python;R,Microsoft Access;Microsoft SQL Server;SQLite,Yes,Indifferent,Somewhat trust
60790,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Engineer, data",6,"10,000 or more employees",128000.0,USD	United States dollar,GDScript;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;Snowflake,Yes,Favorable,Somewhat trust
65192,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, front-end",1,100 to 499 employees,37241.0,GBP	Pound sterling,Bash/Shell (all shells);HTML/CSS;JavaScript,,Yes,Very favorable,Somewhat trust
52361,45-54 years old,United States of America,"Associate degree (A.A., A.S., etc.)","Employed, full-time",Remote,Hardware Engineer,4,,,,C#;Delphi;HTML/CSS;JavaScript;Kotlin;Perl;Python;R;VBA,,"No, but I plan to soon",Favorable,Neither trust nor distrust
45990,35-44 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, front-end",5,100 to 499 employees,102300.0,USD	United States dollar,HTML/CSS;JavaScript,,"No, but I plan to soon",Very favorable,Somewhat trust
2496,25-34 years old,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, mobile",8,"Just me - I am a freelancer, sole proprietor, etc.",,TRY	Turkish lira,C#;Java;Objective-C,Firebase Realtime Database;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,"No, and I don't plan to",,
16169,35-44 years old,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Cloud infrastructure engineer,13,100 to 499 employees,66342.0,SEK	Swedish krona,Bash/Shell (all shells);Python;TypeScript,Microsoft SQL Server;Redis,"No, but I plan to soon",Favorable,Somewhat distrust
19527,25-34 years old,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time",Remote,"Developer, back-end",7,100 to 499 employees,70679.0,EUR European Euro,Go;JavaScript,PostgreSQL;Supabase,Yes,Favorable,Somewhat trust
46939,25-34 years old,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",5,20 to 99 employees,35340.0,EUR European Euro,HTML/CSS;JavaScript;TypeScript,Elasticsearch;MariaDB;MongoDB;PostgreSQL;SQLite,"No, but I plan to soon",Very unfavorable,Somewhat distrust
34464,25-34 years old,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Cloud infrastructure engineer,13,100 to 499 employees,85590.0,NZD	New Zealand dollar,Python,,Yes,Unfavorable,Highly distrust
66855,25-34 years old,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",5,"1,000 to 4,999 employees",,BRL	Brazilian real,Bash/Shell (all shells);C++;Delphi;GDScript,,"No, and I don't plan to",,
12335,35-44 years old,Austria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",3,100 to 499 employees,,EUR European Euro,C#;HTML/CSS;Java;JavaScript;Visual Basic (.Net),Elasticsearch;Microsoft SQL Server;MySQL,"No, but I plan to soon",Unfavorable,Neither trust nor distrust
70599,55-64 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, front-end",24,"1,000 to 4,999 employees",,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Dynamodb;MariaDB;MongoDB;MySQL;Redis;SQLite,Yes,Favorable,Somewhat distrust
18572,35-44 years old,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, embedded applications or devices",15,"10,000 or more employees",133862.0,EUR European Euro,C,,"No, and I don't plan to",,
50277,18-24 years old,Switzerland,"Associate degree (A.A., A.S., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Marketing or sales professional,2,100 to 499 employees,,CHF	Swiss franc,HTML/CSS;JavaScript;PHP;SQL,MariaDB,"No, and I don't plan to",,
37089,25-34 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Developer, full-stack",10,"Just me - I am a freelancer, sole proprietor, etc.",4800.0,USD	United States dollar,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;SQL;TypeScript,Cloud Firestore;MySQL;PostgreSQL;Redis,Yes,Very favorable,Neither trust nor distrust
70419,25-34 years old,Austria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, front-end",9,500 to 999 employees,126366.0,EUR European Euro,HTML/CSS;TypeScript,,"No, and I don't plan to",,
85237,25-34 years old,Ghana,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",,,,,,,GDScript;Go;HTML/CSS;JavaScript;Python;TypeScript,PostgreSQL;Redis;SQLite,"No, but I plan to soon",Favorable,Highly distrust
31322,35-44 years old,Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time",Remote,Data scientist or machine learning specialist,18,500 to 999 employees,163573.0,CAD	Canadian dollar,Bash/Shell (all shells);Python,BigQuery;Snowflake,Yes,Favorable,Somewhat distrust
3956,18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",2,100 to 499 employees,98069.0,GBP	Pound sterling,Assembly;Bash/Shell (all shells);Java;JavaScript;Python;Rust;SQL;TypeScript,PostgreSQL;Redis;SQLite,"No, but I plan to soon",Indifferent,Somewhat distrust
46887,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,DevOps specialist,12,"1,000 to 4,999 employees",90261.0,GBP	Pound sterling,Bash/Shell (all shells);Python;Ruby,Dynamodb,"No, and I don't plan to",,
75633,18-24 years old,United States of America,Some college/university study without earning a degree,"Student, full-time;Employed, part-time",In-person,Other (please specify):,,,,,C#;HTML/CSS;Java;JavaScript,MySQL;SQLite,Yes,Favorable,Highly trust
11418,25-34 years old,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, embedded applications or devices",7,20 to 99 employees,,EUR European Euro,C++;Python,,Yes,Very favorable,Somewhat trust
35571,55-64 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, desktop or enterprise applications",33,"10,000 or more employees",,USD	United States dollar,Go;Java;JavaScript;Kotlin;Scala;Swift;TypeScript;Zig,Dynamodb,Yes,Favorable,Neither trust nor distrust
87295,55-64 years old,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, QA or test",35,"10,000 or more employees",4007.0,MXN	Mexican peso,C;C#;C++;Crystal;Delphi;Fortran;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;MATLAB;PowerShell;Python;SQL;Swift;TypeScript;Visual Basic (.Net),Cosmos DB;Firebase Realtime Database;InfluxDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Snowflake;SQLite,Yes,Very favorable,Somewhat trust
35749,35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,Engineering manager,20,"1,000 to 4,999 employees",250000.0,USD	United States dollar,Bash/Shell (all shells);Ruby;SQL,MySQL,"No, and I don't plan to",,
4194,25-34 years old,Czech Republic,Some college/university study without earning a degree,"Not employed, but looking for work",,"Developer, back-end",,,,,Python,MongoDB;Redis,"No, and I don't plan to",,
22086,35-44 years old,South Africa,"Associate degree (A.A., A.S., etc.)","Employed, full-time",Remote,"Engineer, data",22,"1,000 to 4,999 employees",36310.0,ZAR	South African rand,C;Python;Visual Basic (.Net),InfluxDB;Microsoft SQL Server,"No, but I plan to soon",Very favorable,Somewhat trust
33965,18-24 years old,Cameroon,Some college/university study without earning a degree,"Student, full-time",,,,,,,HTML/CSS;JavaScript;TypeScript,PostgreSQL;Supabase,Yes,Favorable,Somewhat trust
59089,35-44 years old,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Developer, front-end",20,"Just me - I am a freelancer, sole proprietor, etc.",,CHF	Swiss franc,HTML/CSS;JavaScript;Rust;TypeScript,,"No, and I don't plan to",,
3701,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, back-end",3,20 to 99 employees,68276.0,GBP	Pound sterling,Bash/Shell (all shells);Haskell;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;MongoDB;PostgreSQL;Redis,"No, but I plan to soon",Indifferent,Highly distrust
43668,25-34 years old,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",In-person,Research & Development role,5,100 to 499 employees,13146.0,BRL	Brazilian real,C;C++;Python,,"No, and I don't plan to",,
52666,55-64 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, full-stack",25,500 to 999 employees,207000.0,USD	United States dollar,JavaScript;TypeScript,Dynamodb,Yes,Very favorable,Somewhat trust
20305,35-44 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed;Not employed, but looking for work",Remote,"Developer, full-stack",,,,,HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MySQL,"No, and I don't plan to",,
85739,35-44 years old,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, desktop or enterprise applications",18,"1,000 to 4,999 employees",60000.0,USD	United States dollar,C#;Delphi;SQL,Firebird,"No, and I don't plan to",,
12394,35-44 years old,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,Other (please specify):,7,"10,000 or more employees",,RON	Romanian leu,Python;SQL;VBA,Microsoft SQL Server;Oracle,"No, but I plan to soon",Favorable,Neither trust nor distrust
67716,35-44 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, back-end",13,20 to 99 employees,160000.0,USD	United States dollar,Java;Python;Scala;TypeScript,PostgreSQL;Redis,Yes,Favorable,Highly distrust
59141,18-24 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Student, full-time;Employed, part-time",Remote,"Developer, front-end",,,,,HTML/CSS;JavaScript;TypeScript,,Yes,Favorable,Somewhat trust
82810,35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Developer, embedded applications or devices",15,100 to 499 employees,150000.0,USD	United States dollar,Ada;Bash/Shell (all shells);C;C++;MATLAB;Python,,Yes,Favorable,Neither trust nor distrust
11688,35-44 years old,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Developer, back-end",16,20 to 99 employees,80000.0,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;Lua;Rust;Scala;TypeScript,Dynamodb,Yes,Unfavorable,Somewhat distrust
12957,55-64 years old,,,,,,,,,,,,,,
8312,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",10,100 to 499 employees,425000.0,USD	United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;MongoDB,"No, and I don't plan to",,
87854,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, front-end",7,"10,000 or more employees",152000.0,USD	United States dollar,Bash/Shell (all shells);Java;JavaScript;Kotlin;Python;SQL;TypeScript,BigQuery;MongoDB;MySQL,"No, but I plan to soon",Favorable,Highly distrust
71270,55-64 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, embedded applications or devices",29,20 to 99 employees,130000.0,USD	United States dollar,Bash/Shell (all shells);C;C++;Java,,"No, and I don't plan to",,
62530,25-34 years old,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",5,"10,000 or more employees",52491.0,CLP	Chilean peso,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Cloud Firestore,Yes,Very favorable,Neither trust nor distrust
47604,25-34 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",6,2 to 9 employees,42836.0,EUR European Euro,HTML/CSS;JavaScript;TypeScript,PostgreSQL,"No, but I plan to soon",Favorable,Somewhat distrust
58115,18-24 years old,India,Some college/university study without earning a degree,I prefer not to say,,,,,,,C++;Dart;HTML/CSS;Java;JavaScript;TypeScript,Cloud Firestore;Firebase Realtime Database,"No, but I plan to soon",Favorable,Neither trust nor distrust
2606,Under 18 years old,Israel,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, part-time",Remote,"Developer, full-stack",Less than 1 year,2 to 9 employees,4421.0,ILS	Israeli new shekel,Go;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL;Redis,Yes,Favorable,Somewhat trust
67254,45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Data or business analyst,10,20 to 99 employees,110000.0,USD	United States dollar,SQL,Microsoft SQL Server,"No, and I don't plan to",,
78850,35-44 years old,Austria,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Senior Executive (C-Suite, VP, etc.)",20,2 to 9 employees,102806.0,EUR European Euro,Delphi;HTML/CSS;JavaScript;SQL,MariaDB;Microsoft SQL Server;MySQL;SQLite,"No, but I plan to soon",Favorable,Neither trust nor distrust
50382,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, desktop or enterprise applications",6,"1,000 to 4,999 employees",79950.0,USD	United States dollar,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,MySQL;Oracle;PostgreSQL;Redis;SQLite,Yes,Indifferent,Neither trust nor distrust
5053,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, back-end",24,"1,000 to 4,999 employees",80690.0,GBP	Pound sterling,C#;PowerShell;SQL,Microsoft SQL Server;MongoDB;Redis,Yes,Favorable,Neither trust nor distrust
55440,45-54 years old,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Designer,24,10 to 19 employees,96220.0,ILS	Israeli new shekel,HTML/CSS;JavaScript,,"No, and I don't plan to",,
5605,18-24 years old,"Venezuela, Bolivarian Republic of...","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, full-stack",2,"Just me - I am a freelancer, sole proprietor, etc.",12000.0,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;TypeScript,MariaDB;MySQL;PostgreSQL;SQLite,"No, but I plan to soon",Favorable,Somewhat trust
86394,25-34 years old,Germany,Some college/university study without earning a degree,"Employed, full-time",In-person,"Developer, full-stack",5,100 to 499 employees,58899.0,EUR European Euro,C;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Couch DB;Elasticsearch;MongoDB;MySQL;Oracle,Yes,Very favorable,Somewhat trust
83181,18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Developer, full-stack",2,100 to 499 employees,70000.0,USD	United States dollar,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Yes,Very favorable,Highly trust
45974,25-34 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, front-end",3,2 to 9 employees,,EUR European Euro,HTML/CSS;JavaScript;PHP;SQL,MongoDB;MySQL,Yes,Favorable,Somewhat trust
15895,35-44 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",10,"5,000 to 9,999 employees",85672.0,EUR European Euro,Groovy;Java;TypeScript,PostgreSQL,"No, but I plan to soon",Very favorable,Neither trust nor distrust
17371,35-44 years old,Spain,Some college/university study without earning a degree,"Employed, full-time",Remote,"Developer, full-stack",18,"1,000 to 4,999 employees",53545.0,EUR European Euro,HTML/CSS;Java;JavaScript;SQL,Dynamodb;H2;IBM DB2;MariaDB;MySQL;Oracle,"No, but I plan to soon",Unfavorable,Somewhat distrust
40517,25-34 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Engineering manager,7,"10,000 or more employees",21810.0,INR	Indian rupee,JavaScript,,"No, but I plan to soon",Unfavorable,Neither trust nor distrust
20834,25-34 years old,Republic of Korea,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",3,100 to 499 employees,41554.0,KRW	South Korean won,Go;Python,MongoDB;MySQL,Yes,Very favorable,Somewhat trust
11127,18-24 years old,South Africa,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",4,100 to 499 employees,25936.0,ZAR	South African rand,Delphi;HTML/CSS;JavaScript;PHP;TypeScript,Firebird;Microsoft Access;PostgreSQL,Yes,Very favorable,Highly trust
17781,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",12,2 to 9 employees,68276.0,GBP	Pound sterling,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;SQL;Visual Basic (.Net),Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Yes,Indifferent,Somewhat distrust
12688,25-34 years old,Lithuania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",5,"1,000 to 4,999 employees",53545.0,EUR European Euro,Java,MariaDB;MySQL;Oracle,"No, but I plan to soon",Favorable,Somewhat distrust
71510,45-54 years old,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Senior Executive (C-Suite, VP, etc.)",23,2 to 9 employees,105766.0,AUD	Australian dollar,Bash/Shell (all shells);C;C++;Perl;PHP;Python;SQL,MariaDB,"No, and I don't plan to",,
48730,18-24 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time",In-person,"Developer, full-stack",2,2 to 9 employees,,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Firebird;PostgreSQL,"No, but I plan to soon",Indifferent,Neither trust nor distrust
35222,18-24 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Student, full-time",,,,,,,C#;Dart;HTML/CSS;Java;Python;R;SQL,SQLite,Yes,Favorable,Neither trust nor distrust
4732,25-34 years old,Argentina,Some college/university study without earning a degree,"Employed, full-time","Hybrid (some remote, some in-person)","Developer, front-end",6,20 to 99 employees,17022.0,ARS	Argentine peso,HTML/CSS;JavaScript;TypeScript,Cloud Firestore;PostgreSQL;Supabase,Yes,Very favorable,Somewhat trust
68456,25-34 years old,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",In-person,Academic researcher,9,"10,000 or more employees",44978.0,EUR European Euro,Bash/Shell (all shells);Groovy;Java;Python;R,,"No, and I don't plan to",,
59770,45-54 years old,Thailand,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time",Remote,"Developer, full-stack",17,10 to 19 employees,,USD	United States dollar,JavaScript,Cloud Firestore;MySQL,Yes,Favorable,Somewhat trust
31356,45-54 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, front-end",20,2 to 9 employees,53545.0,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;Supabase,Yes,Very favorable,Somewhat trust
64063,25-34 years old,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",3,100 to 499 employees,,DKK	Danish krone,C#;Elixir;HTML/CSS;TypeScript,Dynamodb;Elasticsearch;Microsoft SQL Server,Yes,Very favorable,Somewhat trust
17081,25-34 years old,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",6,20 to 99 employees,52521.0,SEK	Swedish krona,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis,"No, and I don't plan to",,
12605,35-44 years old,Sweden,Some college/university study without earning a degree,"Employed, full-time","Hybrid (some remote, some in-person)","Engineer, site reliability",6,500 to 999 employees,44228.0,SEK	Swedish krona,Bash/Shell (all shells);Java;Python;Rust,DuckDB;Elasticsearch;InfluxDB;MongoDB;PostgreSQL,"No, and I don't plan to",,
26968,18-24 years old,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Developer, full-stack",4,500 to 999 employees,16230.0,BRL	Brazilian real,Assembly;Bash/Shell (all shells);C;Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;InfluxDB;MongoDB;MySQL;PostgreSQL;Supabase,Yes,Favorable,Somewhat trust
89168,18-24 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, mobile",2,20 to 99 employees,15752.0,INR	Indian rupee,Dart;HTML/CSS;JavaScript;TypeScript,MongoDB;MySQL;PostgreSQL;SQLite,Yes,Very favorable,Somewhat trust
